filename,original_format,converted,final_class_id,status,error
train\labels\combined_dataset_train_00134.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00135.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00136.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00137.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00138.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00139.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00140.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00141.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00142.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00143.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00144.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00145.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00146.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00147.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00148.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00149.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00150.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00151.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00152.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00153.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00154.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00155.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00156.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00157.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00158.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00159.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00160.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00161.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00162.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00163.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00164.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00165.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00166.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00167.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00168.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00169.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00170.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00171.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00172.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00173.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00174.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00175.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00176.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00177.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00178.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00179.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00180.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00181.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00182.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00183.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00184.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00185.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00186.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00187.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00188.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00189.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00190.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00191.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00192.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00193.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00194.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00195.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00196.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00197.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00198.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00199.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00200.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00201.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00202.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00203.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00204.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00205.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00206.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00207.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00208.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00209.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00210.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00211.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00212.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00213.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00214.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00215.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00216.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00217.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00218.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00219.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00220.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00221.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00222.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00223.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00224.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00225.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00226.txt,segmentation,True,1.0,error,line 2: segmentation coordinates must be normalized between 0 and 1
train\labels\combined_dataset_train_00227.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00228.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00229.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00230.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00231.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00232.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00233.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00234.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00235.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00236.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00237.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00238.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00239.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00240.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00241.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00242.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00243.txt,segmentation,True,0.0,error,line 3: segmentation coordinates must be normalized between 0 and 1; line 14: segmentation coordinates must be normalized between 0 and 1
train\labels\combined_dataset_train_00244.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00245.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00246.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00247.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00248.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00249.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00250.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00251.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00252.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00253.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00254.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00255.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00256.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00257.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00258.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00259.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00260.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00261.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00262.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00263.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00264.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00265.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00266.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00267.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00268.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00269.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00270.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00271.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00272.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00273.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00274.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00275.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00276.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00277.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00278.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00279.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00280.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00281.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00282.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00283.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00284.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00285.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00286.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00287.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00288.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00289.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00290.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00291.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00292.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00293.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00294.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00295.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00296.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00297.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00298.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00299.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00300.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00301.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00302.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00303.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00304.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00305.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00306.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00307.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00308.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00309.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00310.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00311.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00312.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00313.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00314.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00315.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00316.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00317.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00318.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00319.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00320.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00321.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00322.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00323.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00324.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00325.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00326.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00327.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00328.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00329.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00330.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00331.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00332.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00333.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00334.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00335.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00336.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00337.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00338.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00339.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00340.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00341.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00342.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00343.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00344.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00345.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00346.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00347.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00348.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00349.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00350.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00351.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00352.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00353.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00354.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00355.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00356.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00357.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00358.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00359.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00360.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00361.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00362.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00363.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00364.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00365.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00366.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00367.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00368.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00369.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00370.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00371.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00372.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00373.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00374.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00375.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00376.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00377.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00378.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00379.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00380.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00381.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00382.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00383.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00384.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00385.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00386.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00387.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00388.txt,segmentation,True,1.0,ok,
train\labels\combined_dataset_train_00389.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00390.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00391.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00392.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00393.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00394.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00395.txt,segmentation,True,0.0,ok,
train\labels\combined_dataset_train_00396.txt,segmentation,True,0.0,ok,
