image,class_0_fish,class_1_jellyfish,class_2_starfish,total
combined_dataset_preprocessed_test_00124.jpg,0,0,1,1
combined_dataset_preprocessed_test_00125.jpg,0,0,1,2
combined_dataset_preprocessed_test_00126.jpg,0,0,0,0
combined_dataset_preprocessed_test_00127.jpg,0,0,1,1
combined_dataset_preprocessed_test_00128.jpg,0,0,0,0
combined_dataset_preprocessed_test_00129.jpg,0,0,0,0
combined_dataset_preprocessed_test_00130.jpg,0,0,0,0
combined_dataset_preprocessed_test_00131.jpg,0,0,1,2
combined_dataset_preprocessed_test_00132.jpg,0,0,0,0
combined_dataset_preprocessed_test_00133.jpg,0,0,1,4
combined_dataset_preprocessed_test_00134.jpg,1,0,1,2
combined_dataset_preprocessed_test_00135.jpg,0,0,1,2
combined_dataset_preprocessed_test_00136.jpg,0,0,0,1
combined_dataset_preprocessed_test_00137.jpg,0,0,1,1
combined_dataset_preprocessed_test_00138.jpg,0,0,0,0
combined_dataset_preprocessed_test_00139.jpg,0,0,1,1
combined_dataset_preprocessed_test_00140.jpg,0,0,0,0
combined_dataset_preprocessed_test_00141.jpg,0,0,0,1
combined_dataset_preprocessed_test_00142.jpg,0,0,1,1
combined_dataset_preprocessed_test_00143.jpg,0,0,1,1
combined_dataset_preprocessed_test_00144.jpg,0,0,1,1
combined_dataset_preprocessed_test_00145.jpg,0,0,0,1
combined_dataset_preprocessed_test_00146.jpg,0,0,0,3
combined_dataset_preprocessed_test_00147.jpg,0,0,1,1
combined_dataset_preprocessed_test_00148.jpg,0,0,0,0
combined_dataset_preprocessed_test_00149.jpg,0,0,1,2
combined_dataset_preprocessed_test_00150.jpg,0,0,1,2
combined_dataset_preprocessed_test_00151.jpg,0,0,1,2
combined_dataset_preprocessed_test_00152.jpg,0,0,1,1
combined_dataset_preprocessed_test_00153.jpg,0,0,1,2
combined_dataset_preprocessed_test_00154.jpg,0,0,1,3
combined_dataset_preprocessed_test_00155.jpg,0,0,1,1
combined_dataset_preprocessed_test_00156.jpg,0,0,1,2
combined_dataset_preprocessed_test_00157.jpg,0,0,1,2
combined_dataset_preprocessed_test_00158.jpg,0,0,1,2
combined_dataset_preprocessed_test_00159.jpg,0,0,0,1
combined_dataset_preprocessed_test_00160.jpg,0,0,0,1
combined_dataset_preprocessed_test_00161.jpg,0,0,1,1
combined_dataset_preprocessed_test_00162.jpg,0,0,1,1
combined_dataset_preprocessed_test_00163.jpg,0,0,1,1
combined_dataset_preprocessed_test_00164.jpg,0,0,1,4
combined_dataset_preprocessed_test_00165.jpg,0,0,1,1
combined_dataset_preprocessed_test_00166.jpg,0,0,2,2
combined_dataset_preprocessed_test_00167.jpg,0,0,0,1
combined_dataset_preprocessed_test_00168.jpg,0,0,1,1
combined_dataset_preprocessed_test_00169.jpg,0,0,0,2
combined_dataset_preprocessed_test_00170.jpg,1,0,1,2
combined_dataset_preprocessed_test_00171.jpg,0,0,1,2
combined_dataset_preprocessed_test_00172.jpg,0,0,1,1
combined_dataset_preprocessed_test_00173.jpg,0,0,1,1
combined_dataset_preprocessed_test_00174.jpg,0,0,0,0
combined_dataset_preprocessed_test_00175.jpg,0,0,1,1
combined_dataset_preprocessed_test_00176.jpg,0,0,2,2
combined_dataset_preprocessed_test_00177.jpg,0,0,0,0
combined_dataset_preprocessed_test_00178.jpg,0,0,1,2
combined_dataset_preprocessed_test_00179.jpg,0,0,0,0
combined_dataset_preprocessed_test_00180.jpg,0,0,1,1
combined_dataset_preprocessed_test_00181.jpg,0,0,1,1
combined_dataset_preprocessed_test_00182.jpg,0,0,0,1
combined_dataset_preprocessed_test_00183.jpg,0,0,1,2
combined_dataset_preprocessed_test_00184.jpg,0,0,0,0
combined_dataset_preprocessed_test_00185.jpg,0,0,2,2
combined_dataset_preprocessed_test_00186.jpg,0,0,1,3
combined_dataset_preprocessed_test_00187.jpg,0,0,0,0
combined_dataset_preprocessed_test_00188.jpg,0,0,0,0
combined_dataset_preprocessed_test_00189.jpg,0,0,1,1
combined_dataset_preprocessed_test_00190.jpg,0,0,1,1
combined_dataset_preprocessed_test_00191.jpg,0,0,1,3
combined_dataset_preprocessed_test_00192.jpg,0,0,0,1
combined_dataset_preprocessed_test_00193.jpg,0,0,0,0
combined_dataset_preprocessed_test_00194.jpg,0,0,1,2
combined_dataset_preprocessed_test_00195.jpg,0,0,0,1
combined_dataset_preprocessed_test_00196.jpg,0,0,0,0
combined_dataset_preprocessed_test_00197.jpg,0,0,1,2
combined_dataset_preprocessed_test_00198.jpg,0,0,1,1
combined_dataset_preprocessed_test_00199.jpg,0,0,1,2
combined_dataset_preprocessed_test_00200.jpg,0,0,0,0
combined_dataset_preprocessed_test_00201.jpg,0,0,0,1
combined_dataset_preprocessed_test_00202.jpg,0,0,1,4
combined_dataset_preprocessed_test_00203.jpg,0,0,0,1
combined_dataset_preprocessed_test_00204.jpg,0,0,0,1
combined_dataset_preprocessed_test_00205.jpg,0,0,0,1
combined_dataset_preprocessed_test_00206.jpg,0,0,0,1
combined_dataset_preprocessed_test_00207.jpg,0,0,1,1
combined_dataset_preprocessed_test_00208.jpg,0,0,0,0
combined_dataset_preprocessed_test_00209.jpg,1,0,1,4
combined_dataset_preprocessed_test_00210.jpg,0,0,1,1
combined_dataset_preprocessed_test_00211.jpg,0,0,1,1
combined_dataset_preprocessed_test_00212.jpg,0,0,1,1
combined_dataset_preprocessed_test_00213.jpg,0,0,1,1
combined_dataset_preprocessed_test_00214.jpg,0,0,1,2
combined_dataset_preprocessed_test_00215.jpg,0,0,0,0
combined_dataset_preprocessed_test_00216.jpg,0,0,1,3
combined_dataset_preprocessed_test_00217.jpg,0,0,0,0
combined_dataset_preprocessed_test_00218.jpg,0,0,1,3
combined_dataset_preprocessed_test_00219.jpg,0,0,0,1
combined_dataset_preprocessed_test_00220.jpg,0,0,2,2
combined_dataset_preprocessed_test_00221.jpg,0,0,1,1
combined_dataset_preprocessed_test_00222.jpg,1,0,1,2
combined_dataset_preprocessed_test_00223.jpg,0,0,0,1
combined_dataset_preprocessed_test_00224.jpg,0,0,1,2
combined_dataset_preprocessed_test_00225.jpg,0,0,0,1
combined_dataset_preprocessed_test_00226.jpg,0,0,0,1
combined_dataset_preprocessed_test_00227.jpg,0,0,0,0
combined_dataset_preprocessed_test_00228.jpg,0,0,2,3
combined_dataset_preprocessed_test_00229.jpg,0,0,1,2
combined_dataset_preprocessed_test_00230.jpg,0,0,1,2
combined_dataset_preprocessed_test_00231.jpg,0,0,1,2
combined_dataset_preprocessed_test_00232.jpg,0,0,0,0
combined_dataset_preprocessed_test_00233.jpg,0,0,1,1
combined_dataset_preprocessed_test_00234.jpg,0,0,1,1
combined_dataset_preprocessed_test_00235.jpg,0,0,1,1
combined_dataset_preprocessed_test_00236.jpg,0,0,1,1
combined_dataset_preprocessed_test_00237.jpg,0,0,0,0
combined_dataset_preprocessed_test_00238.jpg,0,0,1,2
combined_dataset_preprocessed_test_00239.jpg,0,0,2,2
combined_dataset_preprocessed_test_00240.jpg,0,0,0,1
combined_dataset_preprocessed_test_00241.jpg,0,0,0,1
combined_dataset_preprocessed_test_00242.jpg,0,0,1,1
combined_dataset_preprocessed_test_00243.jpg,0,0,1,1
combined_dataset_preprocessed_test_00244.jpg,0,0,1,2
combined_dataset_preprocessed_test_00245.jpg,0,0,1,2
combined_dataset_preprocessed_test_00246.jpg,0,0,1,1
combined_dataset_preprocessed_test_00247.jpg,0,0,1,1
combined_dataset_preprocessed_test_00248.jpg,0,0,2,2
combined_dataset_preprocessed_test_00249.jpg,0,0,1,1
combined_dataset_preprocessed_test_00250.jpg,0,0,1,1
combined_dataset_preprocessed_test_00251.jpg,0,0,1,3
combined_dataset_preprocessed_test_00252.jpg,0,0,0,0
combined_dataset_preprocessed_test_00253.jpg,0,0,0,2
combined_dataset_preprocessed_test_00254.jpg,0,0,1,4
combined_dataset_preprocessed_test_00255.jpg,0,0,2,2
combined_dataset_preprocessed_test_00256.jpg,0,0,1,4
combined_dataset_preprocessed_test_00257.jpg,0,0,2,2
combined_dataset_preprocessed_test_00258.jpg,0,0,1,3
combined_dataset_preprocessed_test_00259.jpg,0,0,2,3
combined_dataset_preprocessed_test_00260.jpg,0,0,0,0
combined_dataset_preprocessed_test_00261.jpg,0,0,1,1
combined_dataset_preprocessed_test_00262.jpg,0,0,2,2
combined_dataset_preprocessed_test_00263.jpg,0,0,0,1
combined_dataset_preprocessed_test_00264.jpg,0,0,0,1
combined_dataset_preprocessed_test_00265.jpg,0,0,1,6
combined_dataset_preprocessed_test_00266.jpg,0,0,1,4
combined_dataset_preprocessed_test_00267.jpg,0,0,1,1
combined_dataset_preprocessed_test_00268.jpg,0,0,1,4
combined_dataset_preprocessed_test_00269.jpg,0,0,0,0
combined_dataset_preprocessed_test_00270.jpg,0,0,2,3
combined_dataset_preprocessed_test_00271.jpg,0,0,0,1
combined_dataset_preprocessed_test_00272.jpg,0,0,2,4
combined_dataset_preprocessed_test_00273.jpg,1,0,0,1
combined_dataset_preprocessed_test_00274.jpg,0,0,1,1
combined_dataset_preprocessed_test_00275.jpg,0,0,0,0
combined_dataset_preprocessed_test_00276.jpg,0,0,1,2
combined_dataset_preprocessed_test_00277.jpg,0,0,1,5
combined_dataset_preprocessed_test_00278.jpg,0,0,1,1
combined_dataset_preprocessed_test_00279.jpg,0,0,1,4
combined_dataset_preprocessed_test_00280.jpg,0,0,0,0
combined_dataset_preprocessed_test_00281.jpg,0,0,1,4
combined_dataset_preprocessed_test_00282.jpg,0,0,1,1
combined_dataset_preprocessed_test_00283.jpg,0,0,1,1
combined_dataset_preprocessed_test_00284.jpg,0,0,1,2
combined_dataset_preprocessed_test_00285.jpg,0,0,1,2
combined_dataset_preprocessed_test_00286.jpg,1,0,0,2
combined_dataset_preprocessed_test_00287.jpg,0,0,1,3
combined_dataset_preprocessed_test_00288.jpg,0,0,2,2
combined_dataset_preprocessed_test_00289.jpg,0,0,1,1
combined_dataset_preprocessed_test_00290.jpg,0,0,1,3
combined_dataset_preprocessed_test_00291.jpg,0,0,1,2
combined_dataset_preprocessed_test_00292.jpg,0,0,1,2
combined_dataset_preprocessed_test_00293.jpg,0,0,1,2
combined_dataset_preprocessed_test_00294.jpg,0,0,1,4
combined_dataset_preprocessed_test_00295.jpg,0,0,0,1
combined_dataset_preprocessed_test_00296.jpg,0,0,2,4
combined_dataset_preprocessed_test_00297.jpg,0,0,0,2
combined_dataset_preprocessed_test_00298.jpg,0,0,0,1
combined_dataset_preprocessed_test_00299.jpg,1,0,1,3
combined_dataset_preprocessed_test_00300.jpg,0,0,1,1
combined_dataset_preprocessed_test_00301.jpg,0,0,1,2
combined_dataset_preprocessed_test_00302.jpg,0,0,1,2
combined_dataset_preprocessed_test_00303.jpg,0,0,1,1
combined_dataset_preprocessed_test_00304.jpg,0,0,0,2
combined_dataset_preprocessed_test_00305.jpg,0,0,1,1
combined_dataset_preprocessed_test_00306.jpg,0,0,0,0
combined_dataset_preprocessed_test_00307.jpg,0,0,1,1
combined_dataset_preprocessed_test_00308.jpg,0,0,0,2
combined_dataset_preprocessed_test_00309.jpg,0,0,1,1
combined_dataset_preprocessed_test_00310.jpg,0,0,1,1
combined_dataset_preprocessed_test_00311.jpg,0,0,1,1
combined_dataset_preprocessed_test_00312.jpg,0,0,1,2
combined_dataset_preprocessed_test_00313.jpg,0,0,2,4
combined_dataset_preprocessed_test_00314.jpg,0,0,1,1
combined_dataset_preprocessed_test_00315.jpg,1,0,0,1
combined_dataset_preprocessed_test_00316.jpg,0,0,1,2
combined_dataset_preprocessed_test_00317.jpg,0,0,1,1
combined_dataset_preprocessed_test_00318.jpg,0,0,0,0
combined_dataset_preprocessed_test_00319.jpg,0,0,1,2
combined_dataset_preprocessed_test_00320.jpg,0,0,2,2
combined_dataset_preprocessed_test_00321.jpg,0,0,1,1
combined_dataset_preprocessed_test_00322.jpg,0,0,0,2
combined_dataset_preprocessed_test_00323.jpg,0,0,1,1
combined_dataset_preprocessed_test_00324.jpg,0,0,1,2
combined_dataset_preprocessed_test_00325.jpg,0,0,1,4
combined_dataset_preprocessed_test_00326.jpg,0,0,1,4
combined_dataset_preprocessed_test_00327.jpg,0,0,1,2
combined_dataset_preprocessed_test_00328.jpg,0,0,1,2
combined_dataset_preprocessed_test_00329.jpg,0,0,0,0
combined_dataset_preprocessed_test_00330.jpg,0,0,1,3
combined_dataset_preprocessed_test_00331.jpg,0,0,1,1
combined_dataset_preprocessed_test_00332.jpg,0,0,0,1
combined_dataset_preprocessed_test_00333.jpg,1,0,2,3
combined_dataset_preprocessed_test_00334.jpg,0,0,1,1
combined_dataset_preprocessed_test_00335.jpg,0,0,1,1
combined_dataset_preprocessed_test_00336.jpg,0,0,1,4
combined_dataset_preprocessed_test_00337.jpg,0,0,0,0
combined_dataset_preprocessed_test_00338.jpg,0,0,1,1
combined_dataset_preprocessed_test_00339.jpg,0,0,1,2
combined_dataset_preprocessed_test_00340.jpg,0,0,1,1
combined_dataset_preprocessed_test_00341.jpg,1,0,1,2
combined_dataset_preprocessed_test_00342.jpg,0,0,1,1
combined_dataset_preprocessed_test_00343.jpg,0,0,1,2
combined_dataset_preprocessed_test_00344.jpg,0,0,1,1
combined_dataset_preprocessed_test_00345.jpg,0,0,0,1
combined_dataset_preprocessed_test_00346.jpg,0,0,1,1
combined_dataset_preprocessed_test_00347.jpg,0,0,1,1
combined_dataset_preprocessed_test_00348.jpg,0,0,1,1
combined_dataset_preprocessed_test_00349.jpg,0,0,1,2
combined_dataset_preprocessed_test_00350.jpg,0,0,0,0
combined_dataset_preprocessed_test_00351.jpg,0,0,1,1
combined_dataset_preprocessed_test_00352.jpg,0,0,2,4
combined_dataset_preprocessed_test_00353.jpg,0,0,1,2
combined_dataset_preprocessed_test_00354.jpg,0,0,0,0
combined_dataset_preprocessed_test_00355.jpg,0,0,1,2
combined_dataset_preprocessed_test_00356.jpg,1,0,0,1
combined_dataset_preprocessed_test_00357.jpg,0,0,1,2
combined_dataset_preprocessed_test_00358.jpg,0,0,0,0
combined_dataset_preprocessed_test_00359.jpg,0,0,1,1
combined_dataset_preprocessed_test_00360.jpg,0,0,1,1
combined_dataset_preprocessed_test_00361.jpg,0,0,1,1
combined_dataset_preprocessed_test_00362.jpg,0,0,1,5
combined_dataset_preprocessed_test_00363.jpg,0,0,1,2
combined_dataset_preprocessed_test_00364.jpg,0,0,1,1
combined_dataset_preprocessed_test_00365.jpg,0,0,1,1
combined_dataset_preprocessed_test_00366.jpg,0,0,2,2
combined_dataset_preprocessed_test_00367.jpg,0,0,1,1
combined_dataset_preprocessed_test_00368.jpg,0,0,1,1
combined_dataset_preprocessed_test_00369.jpg,0,0,1,2
combined_dataset_preprocessed_test_00370.jpg,0,0,1,3
combined_dataset_preprocessed_test_00371.jpg,0,0,1,2
combined_dataset_preprocessed_test_00372.jpg,0,0,1,1
combined_dataset_preprocessed_test_00373.jpg,0,0,1,1
combined_dataset_preprocessed_test_00374.jpg,0,0,1,1
combined_dataset_preprocessed_test_00375.jpg,0,0,1,2
combined_dataset_preprocessed_test_00376.jpg,0,0,1,1
combined_dataset_preprocessed_test_00377.jpg,0,0,1,1
combined_dataset_preprocessed_test_00378.jpg,0,0,1,2
combined_dataset_preprocessed_test_00379.jpg,0,0,1,2
combined_dataset_preprocessed_test_00380.jpg,0,0,1,1
combined_dataset_preprocessed_test_00381.jpg,0,0,1,2
combined_dataset_preprocessed_test_00382.jpg,0,0,1,2
combined_dataset_preprocessed_test_00383.jpg,0,0,1,3
combined_dataset_preprocessed_test_00384.jpg,0,0,1,1
combined_dataset_preprocessed_test_00385.jpg,0,0,1,1
combined_dataset_preprocessed_test_00386.jpg,0,0,1,2
combined_dataset_preprocessed_test_00387.jpg,0,0,1,1
combined_dataset_preprocessed_test_00388.jpg,0,0,1,1
combined_dataset_preprocessed_test_00389.jpg,0,0,1,1
combined_dataset_preprocessed_test_00390.jpg,0,0,1,1
combined_dataset_preprocessed_test_00391.jpg,0,0,1,1
combined_dataset_preprocessed_test_00392.jpg,0,0,1,1
combined_dataset_preprocessed_test_00393.jpg,0,0,1,2
combined_dataset_preprocessed_test_00394.jpg,0,0,1,3
combined_dataset_preprocessed_test_00395.jpg,0,0,1,1
combined_dataset_preprocessed_test_00396.jpg,0,0,3,3
combined_dataset_preprocessed_test_00397.jpg,0,0,1,1
combined_dataset_preprocessed_test_00398.jpg,0,0,1,1
combined_dataset_preprocessed_test_00399.jpg,0,0,1,3
combined_dataset_preprocessed_test_00400.jpg,0,0,2,4
combined_dataset_preprocessed_test_00401.jpg,0,0,1,1
combined_dataset_preprocessed_test_00402.jpg,0,0,0,1
combined_dataset_preprocessed_test_00403.jpg,0,0,0,0
combined_dataset_preprocessed_test_00404.jpg,0,0,0,0
combined_dataset_preprocessed_test_00405.jpg,0,0,0,1
combined_dataset_preprocessed_test_00406.jpg,0,0,1,1
combined_dataset_preprocessed_test_00407.jpg,0,0,1,1
combined_dataset_preprocessed_test_00408.jpg,0,0,0,3
combined_dataset_preprocessed_test_00409.jpg,0,0,0,0
combined_dataset_preprocessed_test_00410.jpg,0,0,1,1
combined_dataset_preprocessed_test_00411.jpg,0,0,1,1
combined_dataset_preprocessed_test_00412.jpg,0,0,0,0
combined_dataset_preprocessed_test_00413.jpg,0,0,0,0
combined_dataset_preprocessed_test_00414.jpg,0,0,0,0
combined_dataset_preprocessed_test_00415.jpg,0,0,0,0
combined_dataset_preprocessed_test_00416.jpg,0,0,1,1
combined_dataset_preprocessed_test_00417.jpg,0,0,1,1
combined_dataset_preprocessed_test_00418.jpg,0,0,0,0
combined_dataset_preprocessed_test_00419.jpg,0,0,0,0
combined_dataset_preprocessed_test_00420.jpg,0,0,0,0
combined_dataset_preprocessed_test_00421.jpg,0,0,1,1
combined_dataset_preprocessed_test_00422.jpg,0,0,1,2
combined_dataset_preprocessed_test_00423.jpg,0,0,1,2
combined_dataset_preprocessed_test_00424.jpg,0,0,0,0
combined_dataset_preprocessed_test_00425.jpg,0,0,1,1
combined_dataset_preprocessed_test_00426.jpg,0,0,1,1
combined_dataset_preprocessed_test_00427.jpg,0,0,1,1
combined_dataset_preprocessed_test_00428.jpg,0,0,1,1
combined_dataset_preprocessed_test_00429.jpg,0,0,0,0
combined_dataset_preprocessed_test_00430.jpg,0,0,0,0
combined_dataset_preprocessed_test_00431.jpg,0,0,0,1
combined_dataset_preprocessed_test_00432.jpg,1,0,1,5
combined_dataset_preprocessed_test_00433.jpg,0,0,1,3
combined_dataset_preprocessed_test_00434.jpg,0,0,1,1
combined_dataset_preprocessed_test_00435.jpg,0,0,1,1
combined_dataset_preprocessed_test_00436.jpg,0,0,0,0
combined_dataset_preprocessed_test_00437.jpg,1,0,1,4
combined_dataset_preprocessed_test_00438.jpg,0,0,1,2
combined_dataset_preprocessed_test_00439.jpg,0,0,1,1
combined_dataset_preprocessed_test_00440.jpg,0,0,1,2
combined_dataset_preprocessed_test_00441.jpg,0,0,2,3
combined_dataset_preprocessed_test_00442.jpg,0,0,1,1
combined_dataset_preprocessed_test_00443.jpg,0,0,2,3
combined_dataset_test_00001.jpg,0,0,1,2
combined_dataset_test_00002.jpg,0,0,0,0
combined_dataset_test_00003.jpg,0,0,1,2
combined_dataset_test_00004.jpg,0,0,1,1
combined_dataset_test_00005.jpg,0,0,1,1
combined_dataset_test_00006.jpg,0,0,1,1
combined_dataset_test_00007.jpg,0,0,1,1
combined_dataset_test_00008.jpg,0,0,1,2
combined_dataset_test_00009.jpg,0,0,0,1
combined_dataset_test_00010.jpg,0,0,0,0
combined_dataset_test_00011.jpg,0,0,0,1
combined_dataset_test_00012.jpg,0,0,0,0
combined_dataset_test_00013.jpg,0,0,1,3
combined_dataset_test_00014.jpg,0,0,1,1
combined_dataset_test_00015.jpg,1,0,1,2
combined_dataset_test_00016.jpg,0,0,0,0
combined_dataset_test_00017.jpg,0,0,1,1
combined_dataset_test_00018.jpg,0,0,0,1
combined_dataset_test_00019.jpg,0,0,1,1
combined_dataset_test_00020.jpg,0,0,0,1
combined_dataset_test_00021.jpg,0,0,0,0
combined_dataset_test_00022.jpg,0,0,1,1
combined_dataset_test_00023.jpg,0,0,0,0
combined_dataset_test_00024.jpg,0,0,1,2
combined_dataset_test_00025.jpg,0,0,0,0
combined_dataset_test_00026.jpg,0,0,1,1
combined_dataset_test_00027.jpg,0,0,0,1
